US,Italy,China,Spain,Germany,Iran,France,United Kingdom,Switzerland,Netherlands,Belgium,Korea South,Turkey,Austria,Portugal,Canada,Norway,Australia,Brazil,Israel,Sweden,Czechia,Ireland,Denmark,Malaysia,Chile,Luxembourg,Ecuador,Poland,Romania,Japan,Russia,Pakistan,Philippines,Thailand,Saudi Arabia,Indonesia,Finland,South Africa,Greece,India,Iceland,Panama,Dominican Republic,Peru,Mexico,Singapore,Argentina,Serbia,Slovenia,Croatia,Diamond Princess,Estonia,Colombia,Qatar,Egypt,United Arab Emirates,Iraq,New Zealand,Algeria,Bahrain,Morocco,Lebanon,Lithuania,Armenia,Ukraine,Hungary,Latvia,Bulgaria,Andorra,Bosnia and Herzegovina,Slovakia,Uruguay,Taiwan*,Costa Rica,Tunisia,Moldova,North Macedonia,Kuwait,Kazakhstan,Jordan,San Marino,Cyprus,Albania,Azerbaijan,Burkina Faso,Vietnam,Oman,Ghana,Malta,Uzbekistan,Senegal,Cote d'Ivoire,Cuba,Brunei,Afghanistan,Venezuela,Sri Lanka,Honduras,West Bank and Gaza,Mauritius,Cambodia,Nigeria,Belarus,Cameroon,Georgia,Kosovo,Montenegro,Kyrgyzstan,Bolivia,Trinidad and Tobago,Congo (Kinshasa),Rwanda,Liechtenstein,Paraguay,Bangladesh,Monaco,Kenya,Madagascar,Guatemala,Jamaica,Uganda,Zambia,Barbados,Togo,El Salvador,Congo (Brazzaville),Ethiopia,Mali,Niger,Maldives,Guinea,Haiti,Djibouti,Tanzania,Equatorial Guinea,Mongolia,Bahamas,Dominica,Namibia,Burma,Eswatini,Grenada,Syria,Guyana,Laos,Libya,Mozambique,Seychelles,Suriname,Antigua and Barbuda,Gabon,Zimbabwe,Benin,Cabo Verde,Eritrea,Holy See,Sudan,Angola,Fiji,Mauritania,Nepal,Bhutan,Nicaragua,Saint Lucia,Central African Republic,Chad,Gambia,Liberia,Somalia,Belize,Guinea-Bissau,MS Zaandam,Saint Kitts and Nevis,Papua New Guinea,Saint Vincent and the Grenadines,Timor-Leste
132637,97689,82122,78799,60659,38309,38105,19772,14829,10926,10836,9583,9217,8672,5962,5886,4245,3980,3904,3865,3700,2743,2615,2564,2470,2139,1950,1890,1771,1760,1693,1534,1526,1418,1388,1299,1285,1240,1187,1156,1024,1020,901,859,852,848,844,745,741,730,713,712,679,608,590,576,570,547,514,511,499,450,438,437,424,418,408,347,346,334,323,314,304,298,295,278,263,259,255,251,246,224,214,212,209,207,188,167,152,151,144,142,140,139,126,120,119,117,110,108,107,103,97,94,91,91,91,85,84,81,76,65,60,56,56,48,43,42,39,34,32,30,29,26,25,24,19,19,18,18,17,16,15,14,14,12,12,11,11,11,10,9,9,9,8,8,8,8,8,8,7,7,7,6,6,6,6,6,5,5,5,5,4,4,4,3,3,3,3,3,2,2,2,2,1,1,1
