US,Italy,Spain,China,Germany,France,Iran,United Kingdom,Switzerland,Belgium,Netherlands,Turkey,Korea South,Austria,Canada,Portugal,Israel,Brazil,Norway,Australia,Sweden,Czechia,Ireland,Denmark,Malaysia,Chile,Romania,Poland,Luxembourg,Ecuador,Japan,Russia,Pakistan,Philippines,Thailand,Saudi Arabia,Indonesia,Finland,South Africa,India,Greece,Iceland,Mexico,Panama,Peru,Dominican Republic,Singapore,Argentina,Colombia,Croatia,Serbia,Slovenia,Estonia,Diamond Princess,Qatar,Egypt,Iraq,United Arab Emirates,New Zealand,Algeria,Morocco,Ukraine,Bahrain,Lithuania,Armenia,Hungary,Lebanon,Latvia,Bulgaria,Bosnia and Herzegovina,Slovakia,Andorra,Costa Rica,Tunisia,Uruguay,Taiwan*,Kazakhstan,Moldova,North Macedonia,Azerbaijan,Jordan,Kuwait,Burkina Faso,Cyprus,San Marino,Albania,Vietnam,Oman,Afghanistan,Cuba,Cote d'Ivoire,Senegal,Malta,Belarus,Ghana,Uzbekistan,Cameroon,Honduras,Venezuela,Nigeria,Mauritius,Brunei,Sri Lanka,West Bank and Gaza,Cambodia,Georgia,Bolivia,Kosovo,Kyrgyzstan,Montenegro,Trinidad and Tobago,Congo (Kinshasa),Rwanda,Paraguay,Liechtenstein,Kenya,Bangladesh,Monaco,Madagascar,Guatemala,Jamaica,Zambia,Barbados,Uganda,El Salvador,Togo,Mali,Ethiopia,Guinea,Niger,Congo (Brazzaville),Tanzania,Djibouti,Maldives,Haiti,Bahamas,Burma,Equatorial Guinea,Eritrea,Mongolia,Dominica,Namibia,Eswatini,Grenada,Saint Lucia,Syria,Guinea-Bissau,Guyana,Laos,Libya,Mozambique,Seychelles,Suriname,Angola,Antigua and Barbuda,Gabon,Saint Kitts and Nevis,Zimbabwe,Benin,Cabo Verde,Holy See,Sudan,Chad,Fiji,Mauritania,Nepal,Bhutan,Gambia,Nicaragua,Belize,Botswana,Central African Republic,Liberia,Somalia,MS Zaandam,Papua New Guinea,Saint Vincent and the Grenadines,Timor-Leste
160020,101739,85195,82198,66711,45169,41495,22448,15760,11899,11817,10827,9661,9597,7310,6408,4695,4579,4445,4361,4028,2976,2910,2755,2626,2449,2109,2055,1988,1962,1866,1836,1717,1546,1524,1453,1414,1352,1326,1251,1212,1086,993,989,950,901,879,820,798,790,785,756,715,712,693,656,630,611,589,584,556,548,515,491,482,447,446,376,359,358,336,334,330,312,310,306,302,298,285,273,268,266,246,230,230,223,203,179,170,170,165,162,156,152,152,149,139,139,135,131,128,127,122,116,107,103,97,94,94,91,82,81,70,64,62,50,49,49,43,36,36,35,33,33,30,30,25,23,22,22,19,19,18,17,15,14,14,12,12,12,11,11,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,5,5,5,5,4,4,4,3,3,3,3,3,2,1,1,1
