US,Italy,Spain,China,Germany,France,Iran,United Kingdom,Switzerland,Turkey,Belgium,Netherlands,Austria,Korea South,Canada,Portugal,Brazil,Israel,Norway,Australia,Sweden,Czechia,Ireland,Denmark,Malaysia,Chile,Russia,Poland,Romania,Ecuador,Luxembourg,Philippines,Japan,Pakistan,Thailand,Saudi Arabia,Indonesia,Finland,India,South Africa,Greece,Iceland,Dominican Republic,Mexico,Panama,Peru,Argentina,Singapore,Colombia,Croatia,Slovenia,Serbia,Qatar,Estonia,Algeria,Diamond Princess,Egypt,Iraq,United Arab Emirates,New Zealand,Ukraine,Morocco,Bahrain,Lithuania,Armenia,Hungary,Lebanon,Bosnia and Herzegovina,Bulgaria,Latvia,Andorra,Slovakia,Tunisia,Moldova,Costa Rica,Kazakhstan,North Macedonia,Taiwan*,Uruguay,Azerbaijan,Kuwait,Jordan,Cyprus,Burkina Faso,Albania,San Marino,Vietnam,Cameroon,Oman,Cuba,Senegal,Afghanistan,Uzbekistan,Malta,Cote d'Ivoire,Ghana,Belarus,Mauritius,Sri Lanka,Honduras,Nigeria,Venezuela,Brunei,West Bank and Gaza,Georgia,Cambodia,Montenegro,Bolivia,Kyrgyzstan,Kosovo,Congo (Kinshasa),Trinidad and Tobago,Rwanda,Liechtenstein,Paraguay,Kenya,Madagascar,Monaco,Bangladesh,Uganda,Guatemala,Jamaica,Zambia,Barbados,Togo,El Salvador,Djibouti,Mali,Niger,Ethiopia,Guinea,Congo (Brazzaville),Tanzania,Maldives,Gabon,Burma,Eritrea,Haiti,Bahamas,Dominica,Equatorial Guinea,Guyana,Mongolia,Namibia,Seychelles,Syria,Benin,Eswatini,Grenada,Laos,Saint Lucia,Guinea-Bissau,Libya,Mozambique,Saint Kitts and Nevis,Suriname,Zimbabwe,Angola,Antigua and Barbuda,Chad,Sudan,Cabo Verde,Holy See,Mauritania,Fiji,Nepal,Somalia,Bhutan,Gambia,Nicaragua,Belize,Botswana,Central African Republic,Liberia,Burundi,MS Zaandam,Papua New Guinea,Saint Vincent and the Grenadines,Sierra Leone,Timor-Leste
184183,105792,94417,82278,70985,52827,44605,25474,16605,13531,12775,12667,10122,9786,8484,7443,5717,5358,4635,4559,4435,3257,3235,3039,2766,2738,2337,2311,2245,2240,2178,2084,1953,1938,1651,1563,1528,1418,1397,1353,1314,1135,1109,1094,1075,1065,966,926,906,867,802,785,781,745,716,712,710,694,664,647,645,602,567,537,532,492,463,418,399,398,376,363,362,353,347,343,329,322,320,298,289,274,262,261,243,230,207,193,192,186,175,174,172,169,168,161,152,143,143,141,135,135,129,119,110,109,109,107,107,106,98,87,75,68,65,59,57,52,51,44,38,36,35,34,34,32,30,28,27,26,22,19,19,18,16,15,15,15,14,12,12,12,12,11,10,10,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,6,6,6,5,5,5,4,4,4,3,3,3,3,2,2,1,1,1,1
