US,Italy,China,Spain,Germany,France,Iran,United Kingdom,Switzerland,Belgium,Netherlands,Korea South,Austria,Turkey,Canada,Portugal,Norway,Australia,Brazil,Israel,Sweden,Czechia,Malaysia,Ireland,Denmark,Chile,Luxembourg,Ecuador,Poland,Japan,Russia,Pakistan,Romania,Philippines,Thailand,Indonesia,Finland,Saudi Arabia,South Africa,Greece,India,Iceland,Panama,Mexico,Singapore,Argentina,Dominican Republic,Diamond Princess,Slovenia,Estonia,Peru,Serbia,Croatia,Colombia,Qatar,Egypt,New Zealand,Iraq,Bahrain,United Arab Emirates,Algeria,Lithuania,Morocco,Armenia,Ukraine,Lebanon,Hungary,Latvia,Bulgaria,Andorra,Uruguay,Taiwan*,Costa Rica,Slovakia,Bosnia and Herzegovina,Tunisia,Kazakhstan,Jordan,North Macedonia,Kuwait,Moldova,San Marino,Burkina Faso,Albania,Azerbaijan,Cyprus,Vietnam,Oman,Malta,Ghana,Uzbekistan,Senegal,Brunei,Cuba,Venezuela,Sri Lanka,Afghanistan,Honduras,West Bank and Gaza,Cambodia,Mauritius,Cote d'Ivoire,Nigeria,Belarus,Cameroon,Kosovo,Georgia,Kyrgyzstan,Montenegro,Bolivia,Trinidad and Tobago,Congo (Kinshasa),Rwanda,Liechtenstein,Paraguay,Bangladesh,Monaco,Madagascar,Kenya,Guatemala,Jamaica,Uganda,Zambia,Barbados,Togo,El Salvador,Ethiopia,Mali,Maldives,Haiti,Djibouti,Tanzania,Equatorial Guinea,Mongolia,Dominica,Namibia,Bahamas,Niger,Eswatini,Grenada,Burma,Guinea,Guyana,Laos,Mozambique,Seychelles,Suriname,Antigua and Barbuda,Gabon,Zimbabwe,Benin,Cabo Verde,Eritrea,Holy See,Angola,Fiji,Mauritania,Nepal,Sudan,Syria,Bhutan,Congo (Brazzaville),Nicaragua,Central African Republic,Chad,Gambia,Liberia,Libya,Saint Lucia,Somalia,Belize,Guinea-Bissau,MS Zaandam,Saint Kitts and Nevis,Papua New Guinea,Saint Vincent and the Grenadines,Timor-Leste
124686,92472,82061,73235,58247,38105,35408,17315,14076,10836,9819,9583,8395,7402,5655,5170,4043,3980,3904,3865,3447,2669,2470,2415,2370,1909,1831,1823,1717,1693,1534,1526,1452,1418,1388,1285,1221,1203,1187,1061,987,963,901,848,802,745,719,712,684,679,671,659,657,608,590,576,514,506,476,468,454,437,437,424,418,412,408,347,338,308,304,298,295,292,278,278,251,246,241,235,231,224,207,197,182,179,179,167,149,141,133,130,120,119,119,115,110,110,104,103,102,101,97,94,91,91,90,84,84,81,76,65,60,56,56,48,43,39,38,34,32,30,28,26,25,24,19,18,17,15,14,14,12,12,11,11,10,10,9,9,8,8,8,8,8,8,8,7,7,7,6,6,6,6,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,1,1,1
