US,Spain,Italy,France,Germany,China,Iran,United Kingdom,Turkey,Belgium,Switzerland,Netherlands,Canada,Brazil,Portugal,Austria,Russia,Korea South,Israel,Sweden,India,Ireland,Norway,Australia,Denmark,Chile,Poland,Czechia,Japan,Romania,Peru,Ecuador,Pakistan,Malaysia,Philippines,Saudi Arabia,Indonesia,Mexico,Luxembourg,United Arab Emirates,Serbia,Finland,Panama,Qatar,Thailand,Dominican Republic,Colombia,Ukraine,South Africa,Belarus,Greece,Singapore,Argentina,Egypt,Algeria,Iceland,Croatia,Morocco,Moldova,New Zealand,Estonia,Iraq,Hungary,Slovenia,Lithuania,Kuwait,Armenia,Azerbaijan,Bahrain,Bosnia and Herzegovina,Cameroon,Kazakhstan,Diamond Princess,North Macedonia,Slovakia,Tunisia,Bulgaria,Uzbekistan,Latvia,Lebanon,Andorra,Cyprus,Costa Rica,Afghanistan,Cuba,Oman,Uruguay,Cote d'Ivoire,Burkina Faso,Bangladesh,Albania,Niger,Honduras,Taiwan*,Ghana,Jordan,Malta,San Marino,Mauritius,Kyrgyzstan,Nigeria,Bolivia,West Bank and Gaza,Senegal,Vietnam,Montenegro,Georgia,Congo (Kinshasa),Guinea,Sri Lanka,Kenya,Kosovo,Venezuela,Djibouti,Brunei,Paraguay,Guatemala,Cambodia,El Salvador,Rwanda,Trinidad and Tobago,Madagascar,Mali,Monaco,Liechtenstein,Togo,Barbados,Ethiopia,Jamaica,Congo (Brazzaville),Uganda,Gabon,Bahamas,Zambia,Guyana,Guinea-Bissau,Eritrea,Tanzania,Liberia,Haiti,Burma,Benin,Libya,Angola,Antigua and Barbuda,Maldives,Syria,Equatorial Guinea,Mozambique,Dominica,Fiji,Laos,Mongolia,Namibia,Sudan,Saint Lucia,Botswana,Eswatini,Grenada,Saint Vincent and the Grenadines,Somalia,Chad,Saint Kitts and Nevis,Seychelles,Zimbabwe,Belize,Suriname,MS Zaandam,Malawi,Nepal,Central African Republic,Holy See,Cabo Verde,Mauritania,Nicaragua,Sierra Leone,Bhutan,Gambia,Sao Tome and Principe,Western Sahara,Burundi,South Sudan,Papua New Guinea,Timor-Leste,Yemen
466396,157022,143626,118790,118235,82940,68192,65872,42282,26667,24172,23245,20765,18176,15472,13453,11917,10450,10095,9685,6725,6574,6233,6204,6014,5972,5742,5589,5530,5467,5256,4965,4601,4346,4195,3651,3512,3441,3115,2990,2867,2769,2752,2512,2473,2349,2223,2203,2003,1981,1955,1910,1894,1699,1666,1648,1495,1431,1289,1283,1258,1232,1190,1160,999,993,937,926,913,886,803,802,712,711,701,643,624,624,612,609,601,564,539,521,515,484,473,444,443,424,416,410,382,382,378,372,350,333,314,298,288,268,266,265,257,255,230,215,194,190,189,184,171,150,136,129,126,119,117,113,109,93,87,84,78,76,66,65,63,60,53,44,41,40,37,36,33,32,31,30,27,26,24,19,19,19,19,18,17,16,16,16,16,16,15,14,13,12,12,12,12,11,11,11,11,10,10,9,9,9,8,8,7,7,7,7,5,4,4,4,3,3,2,2,1
