US,Italy,Spain,Germany,China,France,Iran,United Kingdom,Switzerland,Turkey,Belgium,Netherlands,Canada,Austria,Korea South,Portugal,Brazil,Israel,Sweden,Norway,Australia,Ireland,Czechia,Denmark,Russia,Chile,Ecuador,Malaysia,Poland,Romania,Philippines,India,Luxembourg,Pakistan,Japan,Saudi Arabia,Thailand,Indonesia,Greece,Finland,South Africa,Peru,Dominican Republic,Mexico,Iceland,Panama,Serbia,Colombia,Argentina,Singapore,United Arab Emirates,Croatia,Algeria,Qatar,Slovenia,Ukraine,Egypt,Estonia,New Zealand,Iraq,Diamond Princess,Morocco,Armenia,Lithuania,Bahrain,Hungary,Bosnia and Herzegovina,Moldova,Lebanon,Latvia,Bulgaria,Tunisia,Kazakhstan,Andorra,Slovakia,Azerbaijan,Costa Rica,North Macedonia,Cyprus,Uruguay,Kuwait,Taiwan*,Cameroon,Belarus,Jordan,Burkina Faso,Albania,Afghanistan,San Marino,Cuba,Oman,Vietnam,Honduras,Uzbekistan,Ghana,Malta,Senegal,Cote d'Ivoire,Nigeria,Mauritius,West Bank and Gaza,Sri Lanka,Montenegro,Venezuela,Georgia,Brunei,Kosovo,Bolivia,Congo (Kinshasa),Kyrgyzstan,Cambodia,Kenya,Niger,Trinidad and Tobago,Rwanda,Paraguay,Liechtenstein,Monaco,Madagascar,Bangladesh,Guinea,Guatemala,Jamaica,Barbados,Uganda,El Salvador,Djibouti,Togo,Zambia,Mali,Ethiopia,Congo (Brazzaville),Eritrea,Bahamas,Gabon,Burma,Tanzania,Guyana,Maldives,Haiti,Syria,Equatorial Guinea,Mongolia,Namibia,Benin,Saint Lucia,Dominica,Libya,Grenada,Laos,Mozambique,Seychelles,Suriname,Antigua and Barbuda,Eswatini,Guinea-Bissau,MS Zaandam,Saint Kitts and Nevis,Zimbabwe,Angola,Chad,Sudan,Fiji,Holy See,Cabo Verde,Liberia,Mauritania,Nepal,Bhutan,Nicaragua,Somalia,Botswana,Gambia,Belize,Burundi,Central African Republic,Malawi,Saint Vincent and the Grenadines,Sierra Leone,Papua New Guinea,Timor-Leste
242182,115242,112065,84788,82432,59929,50468,34167,18827,18135,15348,14788,11229,11123,9976,9034,7910,6857,5568,5144,5116,3849,3805,3573,3548,3404,3163,3116,2946,2738,2633,2543,2487,2421,2384,1885,1875,1790,1544,1518,1462,1414,1380,1378,1319,1317,1171,1161,1133,1049,1024,1011,986,949,897,897,865,858,797,772,712,708,663,649,643,585,533,505,494,458,457,455,435,428,426,400,396,384,356,350,342,339,306,304,299,288,277,273,245,233,231,227,219,205,204,196,195,194,184,169,161,151,144,144,134,133,125,123,123,116,110,110,98,94,84,77,75,60,59,56,52,47,47,46,45,41,40,39,39,36,29,22,22,21,21,20,20,19,19,16,16,15,14,14,13,13,12,11,10,10,10,10,10,9,9,9,9,9,9,8,8,8,7,7,6,6,6,6,5,5,5,4,4,3,3,3,3,2,2,1,1
