US,Italy,China,Spain,Germany,France,Iran,United Kingdom,Switzerland,Korea South,Netherlands,Austria,Belgium,Turkey,Canada,Portugal,Norway,Australia,Brazil,Sweden,Israel,Czechia,Denmark,Malaysia,Ireland,Ecuador,Chile,Luxembourg,Japan,Pakistan,Poland,Romania,Thailand,South Africa,Saudi Arabia,Indonesia,Finland,Russia,Greece,India,Iceland,Philippines,Panama,Singapore,Mexico,Diamond Princess,Argentina,Peru,Slovenia,Croatia,Dominican Republic,Estonia,Qatar,Colombia,Egypt,Serbia,Bahrain,Iraq,New Zealand,Algeria,United Arab Emirates,Lebanon,Lithuania,Morocco,Hungary,Armenia,Ukraine,Bulgaria,Latvia,Uruguay,Slovakia,Andorra,Taiwan*,Costa Rica,Bosnia and Herzegovina,Jordan,Tunisia,Kuwait,San Marino,North Macedonia,Moldova,Albania,Burkina Faso,Vietnam,Azerbaijan,Cyprus,Oman,Kazakhstan,Malta,Ghana,Senegal,Brunei,Venezuela,Afghanistan,Sri Lanka,Uzbekistan,Cote d'Ivoire,Cambodia,Honduras,Belarus,Mauritius,Cameroon,West Bank and Gaza,Kosovo,Georgia,Montenegro,Cuba,Bolivia,Nigeria,Trinidad and Tobago,Kyrgyzstan,Liechtenstein,Paraguay,Rwanda,Congo (Kinshasa),Bangladesh,Monaco,Guatemala,Kenya,Jamaica,Barbados,Madagascar,Togo,Uganda,Zambia,El Salvador,Ethiopia,Maldives,Tanzania,Djibouti,Equatorial Guinea,Mongolia,Dominica,Mali,Bahamas,Niger,Eswatini,Burma,Guinea,Haiti,Namibia,Suriname,Antigua and Barbuda,Gabon,Grenada,Mozambique,Seychelles,Benin,Eritrea,Laos,Cabo Verde,Fiji,Guyana,Mauritania,Sudan,Syria,Zimbabwe,Angola,Congo (Brazzaville),Holy See,Nepal,Nicaragua,Bhutan,Central African Republic,Chad,Gambia,Liberia,Saint Lucia,Somalia,Belize,Guinea-Bissau,MS Zaandam,Saint Kitts and Nevis,Libya,Papua New Guinea,Saint Vincent and the Grenadines,Timor-Leste
104837,86498,81947,65719,50871,33414,32332,14751,12928,9478,8647,7697,7284,5698,4760,4268,3771,3583,3477,3069,3035,2279,2200,2161,2121,1627,1610,1605,1499,1408,1389,1292,1245,1170,1104,1046,1041,1036,966,906,890,803,786,732,717,712,690,635,632,586,581,575,562,539,536,528,466,458,451,409,405,391,358,345,343,329,310,293,280,274,269,267,267,263,237,235,227,225,223,219,199,186,180,169,165,162,152,150,139,137,119,115,113,110,106,104,101,99,95,94,94,91,91,88,85,82,80,74,70,66,58,56,56,54,51,48,42,32,31,30,26,26,25,23,22,19,16,16,13,12,12,12,11,11,10,10,9,8,8,8,8,8,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1
