US,Spain,Italy,Germany,France,China,Iran,United Kingdom,Turkey,Switzerland,Belgium,Netherlands,Canada,Austria,Portugal,Brazil,Korea South,Israel,Sweden,Russia,Australia,Norway,Ireland,India,Denmark,Chile,Czechia,Poland,Romania,Pakistan,Malaysia,Japan,Philippines,Ecuador,Luxembourg,Saudi Arabia,Indonesia,Peru,Serbia,Mexico,Finland,Thailand,Panama,United Arab Emirates,Qatar,Dominican Republic,Greece,South Africa,Argentina,Iceland,Colombia,Singapore,Algeria,Ukraine,Egypt,Croatia,New Zealand,Estonia,Morocco,Iraq,Slovenia,Moldova,Lithuania,Belarus,Armenia,Hungary,Bahrain,Bosnia and Herzegovina,Kuwait,Azerbaijan,Diamond Princess,Kazakhstan,Cameroon,North Macedonia,Tunisia,Slovakia,Bulgaria,Latvia,Lebanon,Andorra,Uzbekistan,Cyprus,Costa Rica,Afghanistan,Uruguay,Cuba,Albania,Taiwan*,Oman,Burkina Faso,Jordan,Cote d'Ivoire,Honduras,Malta,Ghana,San Marino,Mauritius,West Bank and Gaza,Niger,Vietnam,Montenegro,Nigeria,Senegal,Kyrgyzstan,Georgia,Bolivia,Sri Lanka,Kenya,Venezuela,Bangladesh,Congo (Kinshasa),Kosovo,Brunei,Guinea,Cambodia,Paraguay,Trinidad and Tobago,Rwanda,Djibouti,Madagascar,Monaco,El Salvador,Guatemala,Liechtenstein,Togo,Barbados,Jamaica,Mali,Ethiopia,Uganda,Congo (Brazzaville),Zambia,Bahamas,Guinea-Bissau,Eritrea,Guyana,Gabon,Benin,Haiti,Tanzania,Burma,Libya,Maldives,Syria,Angola,Equatorial Guinea,Namibia,Antigua and Barbuda,Dominica,Fiji,Mongolia,Laos,Liberia,Saint Lucia,Sudan,Grenada,Saint Kitts and Nevis,Seychelles,Chad,Eswatini,Mozambique,Suriname,Zimbabwe,MS Zaandam,Nepal,Central African Republic,Malawi,Belize,Cabo Verde,Holy See,Saint Vincent and the Grenadines,Somalia,Botswana,Mauritania,Nicaragua,Sierra Leone,Bhutan,Gambia,Sao Tome and Principe,Western Sahara,Burundi,Papua New Guinea,South Sudan,Timor-Leste
379965,140511,135586,105604,98984,82718,62589,55940,34109,22253,22194,19703,17046,12613,12442,12377,10331,9006,7693,7497,5895,5869,5364,5311,5266,5116,4944,4848,4417,4009,3963,3906,3764,3747,2970,2795,2738,2561,2447,2439,2308,2258,2100,2076,2057,1956,1832,1749,1628,1586,1579,1481,1468,1462,1322,1282,1160,1149,1141,1122,1059,1056,880,861,853,817,811,764,743,717,712,685,658,599,596,581,577,548,548,525,504,494,467,423,415,396,383,376,371,364,349,323,305,293,287,277,268,261,253,249,241,238,237,228,195,194,185,172,165,164,161,145,135,128,115,115,106,105,90,82,79,78,77,77,65,60,59,56,52,52,45,39,33,33,31,31,30,26,25,24,22,19,19,19,16,16,16,15,15,15,15,14,14,14,14,12,11,11,10,10,10,10,10,9,9,8,8,7,7,7,7,7,6,6,6,6,5,4,4,4,3,2,1,1
