US,Spain,Italy,Germany,France,China,Iran,United Kingdom,Turkey,Switzerland,Belgium,Netherlands,Canada,Austria,Portugal,Korea South,Brazil,Israel,Sweden,Australia,Norway,Russia,Ireland,Czechia,Denmark,Chile,Poland,Romania,Malaysia,Ecuador,Philippines,India,Japan,Pakistan,Luxembourg,Saudi Arabia,Indonesia,Thailand,Finland,Mexico,Greece,Panama,Serbia,Peru,South Africa,United Arab Emirates,Dominican Republic,Iceland,Argentina,Qatar,Colombia,Algeria,Singapore,Croatia,Ukraine,Estonia,Egypt,Slovenia,New Zealand,Morocco,Iraq,Lithuania,Armenia,Moldova,Diamond Princess,Bahrain,Hungary,Bosnia and Herzegovina,Tunisia,Kazakhstan,Azerbaijan,Lebanon,Cameroon,Latvia,Bulgaria,North Macedonia,Kuwait,Slovakia,Andorra,Belarus,Cyprus,Costa Rica,Uruguay,Taiwan*,Albania,Jordan,Burkina Faso,Afghanistan,Cuba,Oman,Uzbekistan,Honduras,San Marino,Vietnam,Senegal,Cote d'Ivoire,West Bank and Gaza,Malta,Nigeria,Ghana,Montenegro,Mauritius,Sri Lanka,Georgia,Venezuela,Congo (Kinshasa),Kyrgyzstan,Bolivia,Brunei,Kosovo,Kenya,Niger,Cambodia,Trinidad and Tobago,Paraguay,Rwanda,Liechtenstein,Guinea,Bangladesh,Madagascar,Monaco,Guatemala,El Salvador,Jamaica,Barbados,Djibouti,Uganda,Mali,Togo,Zambia,Ethiopia,Bahamas,Guyana,Congo (Brazzaville),Eritrea,Burma,Gabon,Haiti,Tanzania,Maldives,Libya,Benin,Equatorial Guinea,Syria,Antigua and Barbuda,Guinea-Bissau,Dominica,Mongolia,Namibia,Saint Lucia,Fiji,Grenada,Laos,Liberia,Mozambique,Seychelles,Sudan,Suriname,Chad,Eswatini,MS Zaandam,Nepal,Saint Kitts and Nevis,Zimbabwe,Angola,Central African Republic,Cabo Verde,Holy See,Saint Vincent and the Grenadines,Somalia,Mauritania,Bhutan,Nicaragua,Belize,Botswana,Gambia,Malawi,Sierra Leone,Burundi,Papua New Guinea,Timor-Leste
297575,124736,124632,92150,83050,82543,55743,42441,23934,20278,18431,16727,12949,11781,10524,10156,9391,7589,6443,5550,5550,4731,4604,4362,4269,4161,3627,3613,3483,3465,3094,3082,2935,2818,2729,2179,2092,2067,1882,1688,1673,1673,1624,1595,1505,1505,1488,1417,1353,1325,1267,1251,1189,1126,1096,1039,985,977,950,883,878,771,770,752,712,688,678,617,553,525,521,520,509,509,503,483,479,471,466,440,426,416,386,355,333,323,318,299,288,277,266,264,251,240,219,218,216,213,210,205,201,196,166,159,153,148,144,139,135,135,126,120,114,101,96,89,77,73,70,70,64,57,56,53,52,50,48,41,41,39,38,24,23,22,22,21,21,20,20,19,17,16,16,16,15,15,14,14,14,13,12,12,10,10,10,10,10,10,9,9,9,9,9,9,8,8,7,7,7,7,6,5,5,4,4,4,4,4,3,1,1
